pos	word	ratio*10000	covered*100
19506	bangor	0.02	93.78
19507	mammal	0.02	93.78
19508	sausage	0.02	93.78
19509	uninhabited	0.02	93.78
19510	sponge	0.02	93.78
19511	outdated	0.02	93.78
19512	hating	0.02	93.78
19513	crouch	0.02	93.78
19514	wta	0.02	93.78
19515	mortals	0.02	93.78
19516	mimi	0.02	93.78
19517	cramped	0.02	93.78
19518	suitably	0.02	93.78
19519	diffusive	0.02	93.78
19520	incremental	0.02	93.78
19521	marrow	0.02	93.78
19522	perpetrators	0.02	93.78
19523	spence	0.02	93.78
19524	easton	0.02	93.78
19525	cobalt	0.02	93.78
19526	dyer	0.02	93.78
19527	insulators	0.02	93.78
19528	1763	0.02	93.78
19529	affections	0.02	93.79
19530	kant	0.02	93.79
19531	visuals	0.02	93.79
19532	growling	0.02	93.79
19533	anya	0.02	93.79
19534	permutations	0.02	93.79
19535	pea	0.02	93.79
19536	palais	0.02	93.79
19537	geschichte	0.02	93.79
19538	poorer	0.02	93.79
19539	joaquin	0.02	93.79
19540	suggestive	0.02	93.79
19541	drumming	0.02	93.79
19542	susy	0.02	93.79
19543	honeycomb	0.02	93.79
19544	immersion	0.02	93.79
19545	2024	0.02	93.79
19546	astronauts	0.02	93.79
19547	extravagant	0.02	93.79
19548	siam	0.02	93.79
19549	benito	0.02	93.79
19550	welding	0.02	93.79
19551	garth	0.02	93.79
19552	erratic	0.02	93.79
19553	cancers	0.02	93.79
19554	profoundly	0.02	93.79
19555	philanthropic	0.02	93.79
19556	ammonia	0.02	93.79
19557	shepard	0.02	93.79
19558	inverness	0.02	93.79
19559	meaningless	0.02	93.79
19560	ching	0.02	93.79
19561	jesu	0.02	93.79
19562	priced	0.02	93.79
19563	overline	0.02	93.79
19564	gloomy	0.02	93.79
19565	commendation	0.02	93.79
19566	topical	0.02	93.79
19567	downloaded	0.02	93.79
19568	cantor	0.02	93.79
19569	spectrometer	0.02	93.79
19570	serra	0.02	93.79
19571	grease	0.02	93.79
19572	reacher	0.02	93.79
19573	rooftop	0.02	93.80
19574	cristina	0.02	93.80
19575	psalms	0.02	93.80
19576	townland	0.02	93.80
19577	256	0.02	93.80
19578	incoherent	0.02	93.80
19579	rees	0.02	93.80
19580	composure	0.02	93.80
19581	sobolev	0.02	93.80
19582	parameterized	0.02	93.80
19583	blitz	0.02	93.80
19584	hodges	0.02	93.80
19585	docking	0.02	93.80
19586	rehearsals	0.02	93.80
19587	synth	0.02	93.80
19588	alexia	0.02	93.80
19589	spade	0.02	93.80
19590	reproducing	0.02	93.80
19591	elsie	0.02	93.80
19592	arrogance	0.02	93.80
19593	civilizations	0.02	93.80
19594	novak	0.02	93.80
19595	norwood	0.02	93.80
19596	vulture	0.02	93.80
19597	fucked	0.02	93.80
19598	shimmering	0.02	93.80
19599	158	0.02	93.80
19600	nmr	0.02	93.80
19601	navier	0.02	93.80
19602	dissenting	0.02	93.80
19603	201	0.02	93.80
19604	sie	0.02	93.80
19605	macy	0.02	93.80
19606	sable	0.02	93.80
19607	authoritarian	0.02	93.80
19608	escorting	0.02	93.80
19609	indigo	0.02	93.80
19610	assassinate	0.02	93.80
19611	boar	0.02	93.80
19612	lexical	0.02	93.80
19613	holotype	0.02	93.80
19614	resigning	0.02	93.80
19615	traversed	0.02	93.80
19616	calibrated	0.02	93.80
19617	linden	0.02	93.81
19618	philipp	0.02	93.81
19619	sinatra	0.02	93.81
19620	simulcast	0.02	93.81
19621	cinderella	0.02	93.81
19622	temperament	0.02	93.81
19623	unicorn	0.02	93.81
19624	contra	0.02	93.81
19625	lagrange	0.02	93.81
19626	bergman	0.02	93.81
19627	frenchman	0.02	93.81
19628	siemens	0.02	93.81
19629	gretchen	0.02	93.81
19630	skyscraper	0.02	93.81
19631	mane	0.02	93.81
19632	roach	0.02	93.81
19633	stacking	0.02	93.81
19634	byu	0.02	93.81
19635	waveguide	0.02	93.81
19636	duff	0.02	93.81
19637	aqueduct	0.02	93.81
19638	defamation	0.02	93.81
19639	boating	0.02	93.81
19640	sublime	0.02	93.81
19641	chattanooga	0.02	93.81
19642	nationalities	0.02	93.81
19643	142	0.02	93.81
19644	procured	0.02	93.81
19645	convergent	0.02	93.81
19646	unmistakable	0.02	93.81
19647	titanic	0.02	93.81
19648	surnames	0.02	93.81
19649	gillian	0.02	93.81
19650	gravely	0.02	93.81
19651	365	0.02	93.81
19652	tensors	0.02	93.81
19653	speedy	0.02	93.81
19654	banging	0.02	93.81
19655	kingsley	0.02	93.81
19656	magnets	0.02	93.81
19657	340	0.02	93.81
19658	giggling	0.02	93.81
19659	gracious	0.02	93.81
19660	orthodoxy	0.02	93.81
19661	zeppelin	0.02	93.82
19662	whaling	0.02	93.82
19663	regis	0.02	93.82
19664	boil	0.02	93.82
19665	moaning	0.02	93.82
19666	twain	0.02	93.82
19667	sabrina	0.02	93.82
19668	schal	0.02	93.82
19669	operatives	0.02	93.82
19670	nb	0.02	93.82
19671	flawed	0.02	93.82
19672	medicare	0.02	93.82
19673	consular	0.02	93.82
19674	discontent	0.02	93.82
19675	discriminate	0.02	93.82
19676	url	0.02	93.82
19677	reused	0.02	93.82
19678	rejoice	0.02	93.82
19679	positron	0.02	93.82
19680	acidic	0.02	93.82
19681	combatants	0.02	93.82
19682	scientology	0.02	93.82
19683	prc	0.02	93.82
19684	receipts	0.02	93.82
19685	cords	0.02	93.82
19686	marred	0.02	93.82
19687	consciously	0.02	93.82
19688	automorphism	0.02	93.82
19689	semiconductors	0.02	93.82
19690	styx	0.02	93.82
19691	lauded	0.02	93.82
19692	cub	0.02	93.82
19693	disdain	0.02	93.82
19694	totaling	0.02	93.82
19695	faso	0.02	93.82
19696	sampson	0.02	93.82
19697	interspersed	0.02	93.82
19698	medallion	0.02	93.82
19699	anchors	0.02	93.82
19700	levied	0.02	93.82
19701	shipments	0.02	93.82
19702	simeon	0.02	93.82
19703	servicemen	0.02	93.82
19704	steppe	0.02	93.82
19705	barnard	0.02	93.82
19706	中	0.02	93.83
19707	rebirth	0.02	93.83
19708	ndp	0.02	93.83
19709	okrug	0.02	93.83
19710	geared	0.02	93.83
19711	preoccupied	0.02	93.83
19712	miscellaneous	0.02	93.83
19713	kamal	0.02	93.83
19714	torre	0.02	93.83
19715	inhibit	0.02	93.83
19716	fernandez	0.02	93.83
19717	gallant	0.02	93.83
19718	distortions	0.02	93.83
19719	001	0.02	93.83
19720	pronouns	0.02	93.83
19721	hs	0.02	93.83
19722	discriminatory	0.02	93.83
19723	paces	0.02	93.83
19724	ushered	0.02	93.83
19725	nguye	0.02	93.83
19726	gland	0.02	93.83
19727	socket	0.02	93.83
19728	plunge	0.02	93.83
19729	creeks	0.02	93.83
19730	tubular	0.02	93.83
19731	galley	0.02	93.83
19732	incense	0.02	93.83
19733	fries	0.02	93.83
19734	taxon	0.02	93.83
19735	clones	0.02	93.83
19736	responsive	0.02	93.83
19737	exemplified	0.02	93.83
19738	completes	0.02	93.83
19739	dent	0.02	93.83
19740	boise	0.02	93.83
19741	strung	0.02	93.83
19742	reorganisation	0.02	93.83
19743	lurched	0.02	93.83
19744	cher	0.02	93.83
19745	clover	0.02	93.83
19746	ignores	0.02	93.83
19747	illusions	0.02	93.83
19748	powerless	0.02	93.83
19749	foreword	0.02	93.83
19750	guadalajara	0.02	93.84
19751	aeronautical	0.02	93.84
19752	boo	0.02	93.84
19753	insider	0.02	93.84
19754	143	0.02	93.84
19755	boasts	0.02	93.84
19756	surpassing	0.02	93.84
19757	bournemouth	0.02	93.84
19758	fer	0.02	93.84
19759	tamara	0.02	93.84
19760	chesterfield	0.02	93.84
19761	parchment	0.02	93.84
19762	booster	0.02	93.84
19763	replicate	0.02	93.84
19764	hermitage	0.02	93.84
19765	monolayer	0.02	93.84
19766	mummy	0.02	93.84
19767	requisite	0.02	93.84
19768	cumbria	0.02	93.84
19769	gaseous	0.02	93.84
19770	charismatic	0.02	93.84
19771	ferns	0.02	93.84
19772	barre	0.02	93.84
19773	collin	0.02	93.84
19774	admiring	0.02	93.84
19775	adic	0.02	93.84
19776	sept	0.02	93.84
19777	gillespie	0.02	93.84
19778	repentance	0.02	93.84
19779	stairwell	0.02	93.84
19780	zoom	0.02	93.84
19781	heathen	0.02	93.84
19782	nov	0.02	93.84
19783	reelected	0.02	93.84
19784	大	0.02	93.84
19785	pristine	0.02	93.84
19786	aro	0.02	93.84
19787	friar	0.02	93.84
19788	conclusive	0.02	93.84
19789	apparel	0.02	93.84
19790	etymology	0.02	93.84
19791	paving	0.02	93.84
19792	burkina	0.02	93.84
19793	transistor	0.02	93.84
19794	dew	0.02	93.84
19795	boon	0.02	93.85
19796	generalizing	0.02	93.85
19797	rents	0.02	93.85
19798	wolff	0.02	93.85
19799	obesity	0.02	93.85
19800	henley	0.02	93.85
19801	foraging	0.02	93.85
19802	fra	0.02	93.85
19803	arterial	0.02	93.85
19804	glamour	0.02	93.85
19805	inserting	0.02	93.85
19806	dietrich	0.02	93.85
19807	stinging	0.02	93.85
19808	qed	0.02	93.85
19809	rockies	0.02	93.85
19810	undesirable	0.02	93.85
19811	kristen	0.02	93.85
19812	ogden	0.02	93.85
19813	mercantile	0.02	93.85
19814	colo	0.02	93.85
19815	nehru	0.02	93.85
19816	demonic	0.02	93.85
19817	rumbled	0.02	93.85
19818	iona	0.02	93.85
19819	grading	0.02	93.85
19820	chopped	0.02	93.85
19821	patrolling	0.02	93.85
19822	transcribed	0.02	93.85
19823	commotion	0.02	93.85
19824	θ	0.02	93.85
19825	rumored	0.02	93.85
19826	smeared	0.02	93.85
19827	kaladin	0.02	93.85
19828	eruptions	0.02	93.85
19829	smoothness	0.02	93.85
19830	sacrificing	0.02	93.85
19831	structurally	0.02	93.85
19832	disperse	0.02	93.85
19833	ingrid	0.02	93.85
19834	vaulted	0.02	93.85
19835	losers	0.02	93.85
19836	gearbox	0.02	93.85
19837	thi	0.02	93.85
19838	fetal	0.02	93.85
19839	pretext	0.02	93.85
19840	nfc	0.02	93.86
19841	checkpoint	0.02	93.86
19842	taluk	0.02	93.86
19843	deportivo	0.02	93.86
19844	medial	0.02	93.86
19845	enact	0.02	93.86
19846	harassed	0.02	93.86
19847	sociological	0.02	93.86
19848	petersen	0.02	93.86
19849	woodrow	0.02	93.86
19850	hardwood	0.02	93.86
19851	detections	0.02	93.86
19852	fabian	0.02	93.86
19853	elects	0.02	93.86
19854	henceforth	0.02	93.86
19855	guo	0.02	93.86
19856	rau	0.02	93.86
19857	tyranny	0.02	93.86
19858	coldly	0.02	93.86
19859	melvin	0.02	93.86
19860	autopsy	0.02	93.86
19861	reopening	0.02	93.86
19862	laundering	0.02	93.86
19863	managerial	0.02	93.86
19864	aerodrome	0.02	93.86
19865	mmm	0.02	93.86
19866	cale	0.02	93.86
19867	sincerely	0.02	93.86
19868	rn	0.02	93.86
19869	quintet	0.02	93.86
19870	liberalism	0.02	93.86
19871	cong	0.02	93.86
19872	reg	0.02	93.86
19873	naacp	0.02	93.86
19874	classically	0.02	93.86
19875	hauling	0.02	93.86
19876	stamford	0.02	93.86
19877	gallantry	0.02	93.86
19878	grasslands	0.02	93.86
19879	plank	0.02	93.86
19880	compositional	0.02	93.86
19881	basics	0.02	93.86
19882	chilled	0.02	93.86
19883	uncomfortably	0.02	93.86
19884	1772	0.02	93.86
19885	haas	0.02	93.87
19886	dimly	0.02	93.87
19887	saddam	0.02	93.87
19888	soaking	0.02	93.87
19889	whipping	0.02	93.87
19890	annette	0.02	93.87
19891	administering	0.02	93.87
19892	hasty	0.02	93.87
19893	seductive	0.02	93.87
19894	snatch	0.02	93.87
19895	mammalian	0.02	93.87
19896	animator	0.02	93.87
19897	pursed	0.02	93.87
19898	myriad	0.02	93.87
19899	jana	0.02	93.87
19900	nuevo	0.02	93.87
19901	pulsing	0.02	93.87
19902	preventive	0.02	93.87
19903	tyres	0.02	93.87
19904	serviced	0.02	93.87
19905	playfully	0.02	93.87
19906	goblin	0.02	93.87
19907	tacoma	0.02	93.87
19908	pathogen	0.02	93.87
19909	instructional	0.02	93.87
19910	wr	0.02	93.87
19911	ire	0.02	93.87
19912	glue	0.02	93.87
19913	moat	0.02	93.87
19914	pipelines	0.02	93.87
19915	aggressively	0.02	93.87
19916	menacing	0.02	93.87
19917	mischievous	0.02	93.87
19918	kinetics	0.02	93.87
19919	montevideo	0.02	93.87
19920	thereto	0.02	93.87
19921	thresholds	0.02	93.87
19922	hamid	0.02	93.87
19923	respectful	0.02	93.87
19924	anaheim	0.02	93.87
19925	unbelievable	0.02	93.87
19926	mastery	0.02	93.87
19927	maximizing	0.02	93.87
19928	smallpox	0.02	93.87
19929	gal	0.02	93.87
19930	encircled	0.02	93.87
19931	martyrdom	0.02	93.88
19932	distrust	0.02	93.88
19933	lynx	0.02	93.88
19934	mirage	0.02	93.88
19935	replacements	0.02	93.88
19936	persuasion	0.02	93.88
19937	murmurs	0.02	93.88
19938	scrolls	0.02	93.88
19939	frankish	0.02	93.88
19940	behaves	0.02	93.88
19941	easing	0.02	93.88
19942	jerking	0.02	93.88
19943	sao	0.02	93.88
19944	accessory	0.02	93.88
19945	vip	0.02	93.88
19946	barbarian	0.02	93.88
19947	uniformity	0.02	93.88
19948	darkest	0.02	93.88
19949	slovene	0.02	93.88
19950	rothschild	0.02	93.88
19951	adjective	0.02	93.88
19952	fallout	0.02	93.88
19953	unconditional	0.02	93.88
19954	moines	0.02	93.88
19955	horticultural	0.02	93.88
19956	139	0.02	93.88
19957	loki	0.02	93.88
19958	gothenburg	0.02	93.88
19959	mig	0.02	93.88
19960	nonfiction	0.02	93.88
19961	bathed	0.02	93.88
19962	lichen	0.02	93.88
19963	stomped	0.02	93.88
19964	zipper	0.02	93.88
19965	buckle	0.02	93.88
19966	announcements	0.02	93.88
19967	nsa	0.02	93.88
19968	attribution	0.02	93.88
19969	reopen	0.02	93.88
19970	edmond	0.02	93.88
19971	reckon	0.02	93.88
19972	donegal	0.02	93.88
19973	epstein	0.02	93.88
19974	looming	0.02	93.88
19975	speculate	0.02	93.88
19976	broom	0.02	93.89
19977	crippled	0.02	93.89
19978	interconnected	0.02	93.89
19979	wounding	0.02	93.89
19980	eos	0.02	93.89
19981	transitive	0.02	93.89
19982	gall	0.02	93.89
19983	puck	0.02	93.89
19984	mariano	0.02	93.89
19985	airbus	0.02	93.89
19986	outlying	0.02	93.89
19987	suffice	0.02	93.89
19988	pitchers	0.02	93.89
19989	restraining	0.02	93.89
19990	reclamation	0.02	93.89
19991	niall	0.02	93.89
19992	engined	0.02	93.89
19993	cy	0.02	93.89
19994	modalities	0.02	93.89
19995	gettysburg	0.02	93.89
19996	agatha	0.02	93.89
19997	maynard	0.02	93.89
19998	plotted	0.02	93.89
19999	cambridgeshire	0.02	93.89
20000	lowers	0.02	93.89
20001	strikers	0.02	93.89
20002	warrants	0.02	93.89
20003	commencing	0.02	93.89
20004	elites	0.02	93.89
20005	cater	0.02	93.89
20006	irresistible	0.02	93.89
20007	eton	0.02	93.89
20008	refining	0.02	93.89
20009	myra	0.02	93.89
20010	stormy	0.02	93.89
20011	airplanes	0.02	93.89
20012	nodal	0.02	93.89
20013	maclean	0.02	93.89
20014	confines	0.02	93.89
20015	meteor	0.02	93.89
20016	chemically	0.02	93.89
20017	looted	0.02	93.89
20018	methyl	0.02	93.89
20019	realises	0.02	93.89
20020	semigroup	0.02	93.89
20021	redesign	0.02	93.89
20022	refurbishment	0.02	93.90
20023	breakout	0.02	93.90
20024	reacting	0.02	93.90
20025	elasticity	0.02	93.90
20026	designations	0.02	93.90
20027	flutter	0.02	93.90
20028	confronting	0.02	93.90
20029	kindred	0.02	93.90
20030	constituting	0.02	93.90
20031	referencing	0.02	93.90
20032	extremes	0.02	93.90
20033	professed	0.02	93.90
20034	shen	0.02	93.90
20035	patriotism	0.02	93.90
20036	defected	0.02	93.90
20037	delegated	0.02	93.90
20038	bafta	0.02	93.90
20039	baylor	0.02	93.90
20040	thorns	0.02	93.90
20041	footed	0.02	93.90
20042	154	0.02	93.90
20043	911	0.02	93.90
20044	corresponded	0.02	93.90
20045	imo	0.02	93.90
20046	kazan	0.02	93.90
20047	seamen	0.02	93.90
20048	arroyo	0.02	93.90
20049	budgets	0.02	93.90
20050	prowess	0.02	93.90
20051	dupont	0.02	93.90
20052	stigma	0.02	93.90
20053	agile	0.02	93.90
20054	bottoms	0.02	93.90
20055	hawthorn	0.02	93.90
20056	urgently	0.02	93.90
20057	daryl	0.02	93.90
20058	royale	0.02	93.90
20059	breached	0.02	93.90
20060	frontiers	0.02	93.90
20061	nec	0.02	93.90
20062	waterfalls	0.02	93.90
20063	dissatisfaction	0.02	93.90
20064	rave	0.02	93.90
20065	privateer	0.02	93.90
20066	graeme	0.02	93.90
20067	cyrillic	0.02	93.90
20068	kala	0.02	93.91
20069	durable	0.02	93.91
20070	virginity	0.02	93.91
20071	1650	0.02	93.91
20072	tanaka	0.02	93.91
20073	midi	0.02	93.91
20074	fokker	0.02	93.91
20075	bankers	0.02	93.91
20076	verandah	0.02	93.91
20077	benign	0.02	93.91
20078	torches	0.02	93.91
20079	cheerfully	0.02	93.91
20080	porn	0.02	93.91
20081	contemplating	0.02	93.91
20082	newmarket	0.02	93.91
20083	lau	0.02	93.91
20084	subspaces	0.02	93.91
20085	delle	0.02	93.91
20086	ejecta	0.02	93.91
20087	rabbis	0.02	93.91
20088	jae	0.02	93.91
20089	rigged	0.02	93.91
20090	primate	0.02	93.91
20091	zoological	0.02	93.91
20092	oscillating	0.02	93.91
20093	cringed	0.02	93.91
20094	cmll	0.02	93.91
20095	elmer	0.02	93.91
20096	clique	0.02	93.91
20097	pennant	0.02	93.91
20098	overcame	0.02	93.91
20099	barrio	0.02	93.91
20100	hermes	0.02	93.91
20101	noticeably	0.02	93.91
20102	lurking	0.02	93.91
20103	sup	0.02	93.91
20104	flanking	0.02	93.91
20105	conscription	0.02	93.91
20106	lucifer	0.02	93.91
20107	methodologies	0.02	93.91
20108	shuffling	0.02	93.91
20109	156	0.02	93.91
20110	displeasure	0.02	93.91
20111	exemplary	0.02	93.91
20112	weekdays	0.02	93.91
20113	exhaustive	0.02	93.91
20114	overrun	0.02	93.92
20115	med	0.02	93.92
20116	muir	0.02	93.92
20117	frankenstein	0.02	93.92
20118	jameson	0.02	93.92
20119	aryan	0.02	93.92
20120	bribe	0.02	93.92
20121	bullock	0.02	93.92
20122	scrambling	0.02	93.92
20123	hinges	0.02	93.92
20124	resurgence	0.02	93.92
20125	bile	0.02	93.92
20126	hawthorne	0.02	93.92
20127	hanoi	0.02	93.92
20128	regulars	0.02	93.92
20129	siena	0.02	93.92
20130	helicity	0.02	93.92
20131	oda	0.02	93.92
20132	akira	0.02	93.92
20133	peg	0.02	93.92
20134	messing	0.02	93.92
20135	chun	0.02	93.92
20136	craftsmen	0.02	93.92
20137	procure	0.02	93.92
20138	psychologists	0.02	93.92
20139	ballard	0.02	93.92
20140	delaney	0.02	93.92
20141	narrows	0.02	93.92
20142	adorable	0.02	93.92
20143	wien	0.02	93.92
20144	jihad	0.02	93.92
20145	wig	0.02	93.92
20146	keynes	0.02	93.92
20147	pointless	0.02	93.92
20148	environmentally	0.02	93.92
20149	zee	0.02	93.92
20150	nepali	0.02	93.92
20151	interacts	0.02	93.92
20152	augsburg	0.02	93.92
20153	regulates	0.02	93.92
20154	humanist	0.02	93.92
20155	accommodations	0.02	93.92
20156	kyrgyzstan	0.02	93.92
20157	viva	0.02	93.92
20158	johanna	0.02	93.92
20159	inexperienced	0.02	93.92
20160	amen	0.02	93.93
20161	barefoot	0.02	93.93
20162	fjord	0.02	93.93
20163	reset	0.02	93.93
20164	dodd	0.02	93.93
20165	discern	0.02	93.93
20166	figuring	0.02	93.93
20167	impatience	0.02	93.93
20168	adversaries	0.02	93.93
20169	clump	0.02	93.93
20170	sherry	0.02	93.93
20171	dripped	0.02	93.93
20172	raceway	0.02	93.93
20173	accorded	0.02	93.93
20174	rescues	0.02	93.93
20175	lev	0.02	93.93
20176	thirsty	0.02	93.93
20177	colourful	0.02	93.93
20178	synchronous	0.02	93.93
20179	globalization	0.02	93.93
20180	akron	0.02	93.93
20181	faulty	0.02	93.93
20182	mcgregor	0.02	93.93
20183	baskets	0.02	93.93
20184	pasta	0.02	93.93
20185	galilee	0.02	93.93
20186	courageous	0.02	93.93
20187	nape	0.02	93.93
20188	fright	0.02	93.93
20189	divert	0.02	93.93
20190	soho	0.02	93.93
20191	boca	0.02	93.93
20192	haynes	0.02	93.93
20193	cleansing	0.02	93.93
20194	planners	0.02	93.93
20195	tufts	0.02	93.93
20196	gaped	0.02	93.93
20197	sorcerer	0.02	93.93
20198	bard	0.02	93.93
20199	virtuous	0.02	93.93
20200	educating	0.02	93.93
20201	horne	0.02	93.93
20202	imposition	0.02	93.93
20203	asymmetries	0.02	93.93
20204	witty	0.02	93.93
20205	blackmail	0.02	93.93
20206	fragrance	0.02	93.93
20207	brood	0.02	93.94
20208	subunit	0.02	93.94
20209	brasil	0.02	93.94
20210	lightest	0.02	93.94
20211	auditory	0.02	93.94
20212	exasperated	0.02	93.94
20213	consultative	0.02	93.94
20214	totals	0.02	93.94
20215	bolsheviks	0.02	93.94
20216	droplet	0.02	93.94
20217	1640	0.02	93.94
20218	mclaughlin	0.02	93.94
20219	lulu	0.02	93.94
20220	josiah	0.02	93.94
20221	garry	0.02	93.94
20222	tapestry	0.02	93.94
20223	equivalently	0.02	93.94
20224	hellenistic	0.02	93.94
20225	commemorates	0.02	93.94
20226	mahogany	0.02	93.94
20227	precautions	0.02	93.94
20228	scraping	0.02	93.94
20229	mcgee	0.02	93.94
20230	soaring	0.02	93.94
20231	accommodated	0.02	93.94
20232	turkmenistan	0.02	93.94
20233	gesturing	0.02	93.94
20234	supplements	0.02	93.94
20235	spherically	0.02	93.94
20236	slabs	0.02	93.94
20237	lobbied	0.02	93.94
20238	burr	0.02	93.94
20239	publicized	0.02	93.94
20240	gait	0.02	93.94
20241	adventist	0.02	93.94
20242	cerro	0.02	93.94
20243	argent	0.02	93.94
20244	anticipate	0.02	93.94
20245	enlightened	0.02	93.94
20246	1100	0.02	93.94
20247	superstructure	0.02	93.94
20248	provoke	0.02	93.94
20249	artificially	0.02	93.94
20250	milford	0.02	93.94
20251	nestled	0.02	93.94
20252	christophe	0.02	93.94
20253	discrepancies	0.02	93.95
20254	carts	0.02	93.95
20255	calhoun	0.02	93.95
20256	durban	0.02	93.95
20257	draper	0.02	93.95
20258	pyre	0.02	93.95
20259	grind	0.02	93.95
20260	nxt	0.02	93.95
20261	kickoff	0.02	93.95
20262	ay	0.02	93.95
20263	gaga	0.02	93.95
20264	canning	0.02	93.95
20265	ugandan	0.02	93.95
20266	clasp	0.02	93.95
20267	navarro	0.02	93.95
20268	congenital	0.02	93.95
20269	hires	0.02	93.95
20270	becca	0.02	93.95
20271	hushed	0.02	93.95
20272	shenzhen	0.02	93.95
20273	bsc	0.02	93.95
20274	snooker	0.02	93.95
20275	slug	0.02	93.95
20276	mediator	0.02	93.95
20277	reiterated	0.02	93.95
20278	genealogical	0.02	93.95
20279	jolt	0.02	93.95
20280	sprawling	0.02	93.95
20281	commuting	0.02	93.95
20282	logos	0.02	93.95
20283	initiating	0.02	93.95
20284	specifies	0.02	93.95
20285	primes	0.02	93.95
20286	shards	0.02	93.95
20287	oppressive	0.02	93.95
20288	unfit	0.02	93.95
20289	zoning	0.02	93.95
20290	starved	0.02	93.95
20291	outbreaks	0.02	93.95
20292	inasmuch	0.02	93.95
20293	submitting	0.02	93.95
20294	mundane	0.02	93.95
20295	slashed	0.02	93.95
20296	embryo	0.02	93.95
20297	dummy	0.02	93.95
20298	banged	0.02	93.95
20299	sumner	0.02	93.95
20300	whorls	0.02	93.96
20301	horned	0.02	93.96
20302	christy	0.02	93.96
20303	konstantin	0.02	93.96
20304	foxes	0.02	93.96
20305	lucha	0.02	93.96
20306	adherence	0.02	93.96
20307	conserve	0.02	93.96
20308	153	0.02	93.96
20309	168	0.02	93.96
20310	liquidation	0.02	93.96
20311	plump	0.02	93.96
20312	wallis	0.02	93.96
20313	schwarz	0.02	93.96
20314	swindon	0.02	93.96
20315	sis	0.02	93.96
20316	ideally	0.02	93.96
20317	cantonese	0.02	93.96
20318	downwards	0.02	93.96
20319	anarchy	0.02	93.96
20320	nonequilibrium	0.02	93.96
20321	slicing	0.02	93.96
20322	macintosh	0.02	93.96
20323	gotham	0.02	93.96
20324	gulped	0.02	93.96
20325	acquires	0.02	93.96
20326	unfolding	0.02	93.96
20327	irregularities	0.02	93.96
20328	pharmaceuticals	0.02	93.96
20329	beaufort	0.02	93.96
20330	cbn	0.02	93.96
20331	silenced	0.02	93.96
20332	noelle	0.02	93.96
20333	prelude	0.02	93.96
20334	briefing	0.02	93.96
20335	filtration	0.02	93.96
20336	kan	0.02	93.96
20337	ingen	0.02	93.96
20338	wilkins	0.02	93.96
20339	uav	0.02	93.96
20340	robber	0.02	93.96
20341	cholera	0.02	93.96
20342	acknowledges	0.02	93.96
20343	obligatory	0.02	93.96
20344	dyke	0.02	93.96
20345	aeronautics	0.02	93.96
20346	gra	0.02	93.96
20347	dyson	0.02	93.97
20348	windmill	0.02	93.97
20349	rus	0.02	93.97
20350	lansing	0.02	93.97
20351	sweeney	0.02	93.97
20352	regularized	0.02	93.97
20353	pretoria	0.02	93.97
20354	convertible	0.02	93.97
20355	workmen	0.02	93.97
20356	yukawa	0.02	93.97
20357	paisley	0.02	93.97
20358	charmed	0.02	93.97
20359	tm	0.02	93.97
20360	featherweight	0.02	93.97
20361	gui	0.02	93.97
20362	terence	0.02	93.97
20363	crabs	0.02	93.97
20364	skaters	0.02	93.97
20365	deserts	0.02	93.97
20366	cheering	0.02	93.97
20367	aztec	0.02	93.97
20368	vomiting	0.02	93.97
20369	murderous	0.02	93.97
20370	antibody	0.02	93.97
20371	phonetic	0.02	93.97
20372	columbian	0.02	93.97
20373	pilasters	0.02	93.97
20374	inspectors	0.02	93.97
20375	puff	0.02	93.97
20376	lineman	0.02	93.97
20377	sahib	0.02	93.97
20378	rejoin	0.02	93.97
20379	unleashed	0.02	93.97
20380	jars	0.02	93.97
20381	triad	0.02	93.97
20382	vibrating	0.02	93.97
20383	treacherous	0.02	93.97
20384	accessing	0.02	93.97
20385	presumption	0.02	93.97
20386	creamy	0.02	93.97
20387	ligament	0.02	93.97
20388	sars	0.02	93.97
20389	butte	0.02	93.97
20390	recital	0.02	93.97
20391	jamming	0.02	93.97
20392	nanoscale	0.02	93.97
20393	1740	0.02	93.97
20394	burnley	0.02	93.98
20395	cosmetics	0.02	93.98
20396	msc	0.02	93.98
20397	frail	0.02	93.98
20398	mermaid	0.02	93.98
20399	thrilling	0.02	93.98
20400	fluttering	0.02	93.98
20401	leafs	0.02	93.98
20402	roberta	0.02	93.98
20403	throated	0.02	93.98
20404	enhancements	0.02	93.98
20405	ghostly	0.02	93.98
20406	heaving	0.02	93.98
20407	starburst	0.02	93.98
20408	corvette	0.02	93.98
20409	peppers	0.02	93.98
20410	tab	0.02	93.98
20411	cheered	0.02	93.98
20412	quoting	0.02	93.98
20413	lowlands	0.02	93.98
20414	loyalists	0.02	93.98
20415	lifespan	0.02	93.98
20416	whistled	0.02	93.98
20417	lipid	0.02	93.98
20418	cougars	0.02	93.98
20419	props	0.02	93.98
20420	layne	0.02	93.98
20421	galerie	0.02	93.98
20422	uncles	0.02	93.98
20423	schultz	0.02	93.98
20424	leasing	0.02	93.98
20425	cornice	0.02	93.98
20426	specialization	0.02	93.98
20427	inductive	0.02	93.98
20428	longevity	0.02	93.98
20429	adolescents	0.02	93.98
20430	baryons	0.02	93.98
20431	americana	0.02	93.98
20432	golfer	0.02	93.98
20433	blindly	0.02	93.98
20434	harmed	0.02	93.98
